FID,YEAR_,DISTRICT,COSITE,ROADWAY,DESC_FRM,DESC_TO,AADT,AADTFLG,KFLG,K100FLG,DFLG,TFLG,COUNTYDOT,COUNTY,MNG_DIST,BEGIN_POST,END_POST,KFCTR,K100FCTR,DFCTR,TFCTR,Shape_Leng,Shape__Length
1038,2024,1,174116,17000046,AT ROW LINE,MISTY CREEK BLVD,13400,F,F,F,F,F,17,Sarasota,1,0,3.16,9,0,54,11.8,5085.7019,5085.7018947616
1039,2024,1,164104,16730000,Bridge No-160331,US-17/US-92,29500,F,F,F,F,1,16,Polk,1,2.388,6.434,9,0,56,6.1,6500.4857,6500.48568137865
1040,2024,1,974079,16470053,PACE RD,SR 570 EB,450,C,F,F,W,F,16,Polk,8,0,0.258,9.5,0,99.9,14.1,420.1056,420.105609215541
1041,2024,1,174294,17000119,US 41 BYPASS,VENICE EAST BLVD,16600,F,F,F,F,1,17,Sarasota,1,0,2.75,9,0,54,3,4411.8974,4411.8974029108
1042,2024,2,329107,32502000,CR-143,SR-6,800,V,F,F,F,F,32,Hamilton,2,0,9.292,9.5,0,56.4,18.8,14945.7668,14945.766774904
1043,2024,5,778083,77540500,SR-46,327' E OF KASTNER PL,6200,C,F,F,F,F,77,Seminole,5,0,2.872,9,0,52.3,7,4616.0735,4616.07353468021
1044,2024,1,174406,17000003,MLK WAY,UNIVERSITY PKWY,7200,S,F,F,F,2,17,Sarasota,1,0,1.506,9,0,54,3.6,2439.2105,2439.21047579565
1045,2024,3,475019,47501006,SR-71,SR-20/CENTRAL AVE,2100,F,F,F,F,F,47,Calhoun,3,0,0.891,9.5,0,61.6,11.1,1431.7927,1431.79272282215
1046,2024,2,305005,30010000,N/A,CR-351/SW 351 HWY,8300,X,F,F,F,F,30,Dixie,2,16.487,16.672,9.5,0,58.8,13.6,297.816,297.816003209146
1047,2024,2,349142,34532001,USA 27/SR500/HWTHRNE,SR-24,2700,F,F,F,F,F,34,Levy,2,0,2.538,9.5,0,55.5,2,4084.3272,4084.32721845744
1048,2024,4,940022,94502001,N/A,SR-68/ORANGE AVE,6600,C,F,F,F,A,94,St. Lucie,4,0.954,1.461,9,0,51.1,11.1,812.1781,812.17808089631
1049,2024,2,350079,32050000,MADISON CO LINE,SW 28 LN,2100,X,F,F,F,F,32,Hamilton,2,0,1.5,9.5,0,57.3,8,2415.2076,2415.20759331421
1050,2024,7,159243,15000428,LIVE OAK ST,US-19/SR-55,350,X,F,F,F,F,15,Pinellas,7,0,0.217,9,0,53.4,5.9,348.9413,348.941266544147
1051,2024,4,937411,93000009,N/A,PALMETTO PK RD,9600,S,F,F,F,2,93,Palm Beach,4,0.706,1.567,9,0,58.6,4.4,1396.5902,1396.59019160254
1052,2024,3,485223,48000038,SR-291,CR-290,5400,F,F,F,F,1,48,Escambia,3,0,2.282,9,0,55.1,5.1,3681.2647,3681.2646555395
1053,2024,3,470059,47500000,CR-167,SR-73,1650,F,F,F,F,1,47,Calhoun,3,0,11.861,9.5,0,61.6,14.4,19122.7701,19122.7700553357
1054,2024,5,778122,77000405,RED BUG LAKE RD,N/A,5700,C,F,F,F,F,77,Seminole,5,0,0.896,9,0,52.3,7.1,1445.7048,1445.70483096809
1055,2024,7,159136,15000302,FRONTAGE RD SB,58 ST N,6700,C,F,F,F,F,15,Pinellas,7,0,1.058,9,0,53.4,5.9,1701.9191,1701.91905754365
1056,2024,1,974001,16470001,I-4/SR 400 WB,SR 570 EB,6200,C,F,F,W,F,16,Polk,8,0,0.343,9,0,99.9,14.1,553.504,553.503960305468
1057,2024,7,159134,15000501,LANDMARK DR,N MCMULLEN BOOTH RD,3000,C,F,F,F,F,15,Pinellas,7,0,0.3,9,0,53.4,5.9,479.672,479.67203931774
1058,2024,5,778070,77505000,H.E. THOMAS JR PKWY,SR 46,20100,C,F,F,F,F,77,Seminole,5,2.09,4.379,9,0,52.3,7,3682.4881,3682.48809588167
1059,2024,3,485109,48012000,CR-453/W ST,US-29/SR-95/N PALAFO,29500,C,F,F,F,F,48,Escambia,3,2.911,3.569,9,0,55.1,2,1063.2524,1063.25242738721
1060,2024,1,174527,17000540,TAMIAMI TRL S,CENTER RD,6700,F,F,F,F,1,17,Sarasota,1,0,2.2,9,0,54,4.2,3553.6181,3553.61805948246
1061,2024,2,380023,35050000,TAYLOR CO LINE,CR-158/SW SUNDOWN CR,1100,C,F,F,F,F,35,Madison,2,0,9.213,9.5,0,58.9,11.3,14835.6969,14835.6969180653
1062,2024,3,460314,46630000,RESOTA BCH RD,CR-2311,9800,F,F,F,F,F,46,Bay,3,3.566,6.301,9,0,55.7,8.8,4419.4576,4419.45755053622
1063,2024,3,460189,46570000,ALLANTON RD,SR-22,1200,F,F,F,F,F,46,Bay,3,0,9.155,9.5,0,55.7,8.8,14769.5586,14769.5586087735
1064,2024,7,159149,15000503,BELCHER RD N,66TH ST N,4500,C,F,F,F,F,15,Pinellas,7,0,0.516,9,0,53.4,5.9,844.7278,844.727804718687
1065,2024,4,937671,93000414,AVE J,AVE F,3600,S,F,F,F,F,93,Palm Beach,4,0,0.538,9,0,61.5,4.7,865.8573,865.857348563945
1066,2024,2,319112,31530001,DIXIE CO LINE,CR-341,2300,R,F,F,F,F,31,Gilchrist,2,0,0.61,9.5,0,54.6,7,982.7287,982.728670463574
1067,2024,7,159236,15000406,EB CR-296/118 AVE N,SR-688/ULMERTON RD,6800,X,F,F,F,F,15,Pinellas,7,0,1.026,9,0,53.4,5.9,1690.3535,1690.3535467014
1068,2024,4,937366,93760000,N/A,US-1/SR-5,8400,S,F,F,F,F,93,Palm Beach,4,5.166,6.23,9,0,62.2,4.7,1708.5622,1708.5621563561
1069,2024,2,345002,34010000,SW MAIN ST,N/A,12500,C,F,F,F,F,34,Levy,2,34.918,35.555,9.5,0,55.5,14.5,1025.8295,1025.82950719223
1070,2024,1,174228,17000054,CLARK ROAD/SR 72,BEE RIDGE RD/SR 758,9000,F,F,F,F,1,17,Sarasota,1,0,2.045,9,0,54,4.2,3287.755,3287.7549857272
1071,2024,7,159120,15000282,ENTERPRISE RD E,SR-586/CURLEW RD,7900,C,F,F,F,F,15,Pinellas,7,0,2.912,9,0,53.4,5.9,4688.7732,4688.77324358485
1072,2024,7,159085,15000165,16 ST N,21 AVE NE,21500,C,F,F,F,F,15,Pinellas,7,0,1.73,9,0,53.4,5.9,2784.8961,2784.89610741537
1073,2024,7,109016,15000477,RACE TRACK RD,SR 580 W,2900,C,F,F,F,F,15,Pinellas,7,0,1.22,9,0,55.4,15.2,1976.7183,1976.71825234092
1074,2024,7,159044,15000069,N/A,BAY ESPLANADE,750,R,F,F,F,F,15,Pinellas,7,0.803,1.796,9,0,53.4,5.9,1598.4547,1598.45470284766
1075,2024,1,175073,17008000,MCINTOSH RD,HONORE AVE,37000,F,F,F,F,1,17,Sarasota,1,3.044,4.056,9,0,54,4.4,1636.3785,1636.37848351737
1076,2024,3,485035,48000113,US-98B/SR-30/W GARDE,W MAIN ST,2800,C,F,F,F,F,48,Escambia,3,0.591,0.989,9,0,55.1,6.3,641.9755,641.975461298442
1077,2024,1,974081,16470047,SR 570 EB,I-4/SR 400 EB,1900,C,F,F,W,F,16,Polk,8,0,0.161,9.5,0,99.9,14.1,250.3251,250.325068445739
1078,2024,2,340022,34140000,SR-500,MARION CO LINE,3100,C,F,F,F,F,34,Levy,2,0,1.519,9.5,0,55.5,2,2445.3746,2445.37458434199
1079,2024,2,319121,31000008,CR-307,SW 20 AVE,600,X,F,F,F,F,31,Gilchrist,2,0,1.009,9.5,0,54.6,7,1624.0414,1624.0413729625
1080,2024,4,937690,93605000,SE AVE K,DR MLK BLVD/SE AVE E,400,F,F,F,F,1,93,Palm Beach,4,0,0.798,9,0,61.5,12.2,1283.2293,1283.22932771441
1081,2024,2,330237,33040000,N/A,N/A,774,C,A,A,A,A,33,Lafayette,2,7.885,15.797,9.5,0,67,26.6,12730.1323,12730.1322899671
1082,2024,7,159102,15000253,PINELLAS POINT DR S,9 AV N,8200,C,F,F,F,F,15,Pinellas,7,0,4.959,9,0,53.4,5.9,7976.4467,7976.44666745173
1083,2024,2,299126,29620100,SR-10/DUVAL ST,NW LAKE JEFFERY RD,1100,F,F,F,F,D,29,Columbia,2,0,1.055,9,0,54.1,17.8,1686.1338,1686.13383949404
1084,2024,2,350001,35010000,JEFFERSON CO LINE,SW OCEAN WAY,1800,X,F,F,F,F,35,Madison,2,0,3.897,9.5,0,57.3,9.8,6273.3608,6273.36084112807
1085,2024,7,152731,15002002,I-375 / SR-592,N/A,7900,F,F,F,W,F,15,Pinellas,7,0,0.006,8,0,99.9,7.3,9.8043,9.8042599319391
1086,2024,1,164154,16600000,N/A,OLD POLK CITY RD,17800,F,F,F,F,1,16,Polk,1,8.896,9.622,9,0,56,5.2,1170.2444,1170.24439985525
1087,2024,1,170059,17000029,N/A,FRUITVILLE RD,4700,F,F,F,F,1,17,Sarasota,1,2.248,2.5,9,0,54,2.7,404.5344,404.534444889069
1088,2024,4,937697,93000385,SEMINOLE PRATT W RD,ILEX WAY,2700,S,F,F,F,F,93,Palm Beach,4,0,0.261,9,0,61.5,4.7,419.3015,419.301482414184
1089,2024,3,485125,48000032,US-98/SR-292,N A ST,2100,F,F,F,F,1,48,Escambia,3,0,0.95,9,0,55.1,3.4,1518.6722,1518.67218837965
1090,2024,3,470054,47500000,NW J P PEACOCK RD,SR-71/NW MAIN ST,1400,C,F,F,F,F,47,Calhoun,3,14.303,17.261,9.5,0,61.6,11.1,4769.0082,4769.00821990961
1091,2024,1,174504,17000130,SR-758/BEE RIDGE RD,N/A,24500,C,F,F,F,F,17,Sarasota,1,0,0.417,9,0,54,4.8,663.838,663.838030642403
1092,2024,1,164728,16590000,DIXIE HWY,SR 33,13000,S,F,F,F,2,16,Polk,1,21.899,29.471,9,0,56,13.4,12177.6228,12177.6228351845
1093,2024,1,974029,16470017,PKWY FRONTAGE ROAD S,SR 570 EB,2600,C,F,F,W,F,16,Polk,8,0,0.082,9,0,99.9,14.1,131.6651,131.665122280116
1094,2024,5,778084,77550500,OVERLOOK DR,CR 426,3400,C,F,F,F,F,77,Seminole,5,1.677,6.349,9.5,0,52.3,7,7515.4625,7515.46250382991
1095,2024,2,329119,32580000,SR-25,US-129/SR-100,300,X,F,F,F,F,32,Hamilton,2,0,6.005,9.5,0,56.4,18.8,9664.131,9664.13103513416
1096,2024,3,485271,48020000,SR-727/FAIRFIELD DR,SR-295/NEW WARRINGTO,33000,C,F,F,F,A,48,Escambia,3,11.095,11.672,9,0,55.1,3.5,933.5662,933.566199200696
1097,2024,1,174531,17000543,TAMIAMI TRL S,HONORE AVE,12700,S,F,F,F,2,17,Sarasota,1,0,2.105,9,0,54,2.2,3383.1742,3383.17424753909
1098,2024,3,485306,48000015,SR-289/9TH AVE,SPANISH TR,12000,C,F,F,F,F,48,Escambia,3,1.537,3.331,9,0,55.1,6.3,2889.4929,2889.49292543579
1099,2024,2,299112,29520001,CR-252/SW PINEMOUNT,US-90/SR-10,500,R,F,F,F,D,29,Columbia,2,0,2.882,9.5,0,54.1,21.5,4640.9188,4640.91883931737
1100,2024,3,460302,46655002,PAVEMENT BEGINS,DELWOOD BCH RD,4000,C,F,F,F,F,46,Bay,3,0,1.01,9,0,59.4,8.8,1626.7794,1626.77941427012
1101,2024,2,320032,32010000,N/A,CR-152,2000,C,F,F,F,F,32,Hamilton,2,24.838,26.742,9.5,0,56.4,12.9,3064.049,3064.04901696039
1102,2024,4,937006,93000003,N/A,SR-704/OKEECHOBEE BL,8300,S,F,F,F,F,93,Palm Beach,4,0.863,2.073,9,0,58.6,4.7,1932.7347,1932.73466677755
1103,2024,2,339119,33570000,W US-27/SR-20,SUWANNEE CO LINE,600,F,F,F,F,F,33,Lafayette,2,0,10.203,9.5,0,58,16.2,16416.2182,16416.2182003597
1104,2024,6,876138,87200098,87200141 WB OFF,NW 14 ST,4400,C,F,F,W,A,87,Miami-Dade,6,0,0.056,8,0,99.9,1.8,87.0708,87.0708020724066
1105,2024,7,159147,15000315,WEST BRIDGE JOINT,GULF BLVD SB,7900,X,F,F,W,F,15,Pinellas,7,0,0.16,9,0,99.9,5.9,256.3818,256.381775381522
1106,2024,1,974009,16470003,I-4/SR 400 EB,SR 570 EB,11000,C,F,F,W,F,16,Polk,8,0,0.281,9,0,99.9,14.1,458.3483,458.348305980379
1107,2024,7,159004,15000482,CARLTON RD,DRIFTWOOD DR W,11300,V,F,F,F,F,15,Pinellas,7,0,0.354,9,0,53.4,5.9,573.1679,573.167909243647
1108,2024,5,777022,77530000,BUNKER LN,HE THOMAS JR PKWY,22500,C,F,F,F,A,77,Seminole,5,4.292,4.402,9,0,52.3,6.7,177.4359,177.435859035749
1109,2024,3,485288,48013003,BEGIN CURVE,SR-742/CREIGHTON RD,13900,F,F,F,F,F,48,Escambia,3,0,0.106,9,0,55.1,2.6,170.6451,170.645119996506
1110,2024,3,465020,46650004,SR-390,SR-390,2600,C,F,F,F,F,46,Bay,3,0,1.21,9,0,54.8,8.8,1952.4811,1952.48114143275
1111,2024,3,465046,46560001,US-98B/SR-30/9TH ST,US-98/SR-30A/15TH ST,9900,C,F,F,F,F,46,Bay,3,0,0.609,9,0,54.8,8.8,981.7311,981.731052374672
1112,2024,2,349108,34503000,CR-336,CR-345,1300,V,F,F,F,F,34,Levy,2,0,7.502,9.5,0,55.5,2,12071.3696,12071.3695648964
1113,2024,3,485321,48010000,SALT GRASS DR,48260024 EB ON,34500,C,F,F,F,F,48,Escambia,3,5.834,6.809,9,0,55.1,7,1576.6149,1576.61492044521
1114,2024,4,947050,94500001,ANGLE RD,25 ST/ML KING JR BLV,4100,V,F,F,F,F,94,St. Lucie,4,0,0.699,9,0,51.1,8.2,1124.5082,1124.50819963069
1115,2024,3,485217,48000077,US-98/SR-30,US-90/SR-10A,2800,C,F,F,F,F,48,Escambia,3,0,0.42,9,0,55.1,6.3,665.3222,665.322206231136
1116,2024,2,319108,31520000,US-129/SR-49,SR-26,2300,R,F,F,F,F,31,Gilchrist,2,0,17.238,9.5,0,54.6,7,27751.0709,27751.0708888601
1117,2024,2,349104,34090000,MARION CO LINE,SR-121,950,C,F,F,F,F,34,Levy,2,0,8.901,9.5,0,55.5,2,14329.4326,14329.4325613161
1118,2024,2,310014,31010000,SE ELEVENTH ST,N/A,10500,X,F,F,F,F,31,Gilchrist,2,8.465,16.698,9.5,0,54.6,7,13249.2827,13249.2827103335
1119,2024,7,159154,15000408,N/A,SR 688 / ULMERTON RD,1900,X,F,F,F,F,15,Pinellas,7,0.378,1.017,9,0,53.4,5.9,1009.0945,1009.09448325798
1120,2024,5,928073,92640100,N THACKER AVE,JOHN YOUNG PKWY,2000,F,F,F,F,1,92,Osceola,5,0,0.499,9,0,53.4,14.1,802.702,802.702020963948
1121,2024,2,370018,33040000,N/A,SUWANNEE CO LINE,5000,C,F,F,F,F,33,Lafayette,2,21.451,22.467,9.5,0,55.9,6.6,1634.7595,1634.75945572907
1122,2024,1,174457,17000063,VENICE AVE,BORDER RD,2000,S,F,F,F,2,17,Sarasota,1,0,1.621,9.5,0,54,13.9,2608.5341,2608.53414540687
1123,2024,7,159115,15000274,31 ST S,DR MLK JR ST S,4800,C,F,F,F,F,15,Pinellas,7,0,2.38,9,0,53.4,5.9,3830.0483,3830.0482788982
1124,2024,7,159225,15000152,9 AVE N,4 AVE N,14500,E,F,F,F,F,15,Pinellas,7,0,0.322,9,0,53.4,5.9,515.6491,515.649057607527
1125,2024,7,159167,15000445,SR-584/TAMPA RD,WOODLANDS BLVD,6300,C,F,F,F,F,15,Pinellas,7,0,4.141,9,0,53.4,5.9,6656.8518,6656.85182678522
1126,2024,4,930181,93000005,SR-9/I-95 SB,N/A,37500,C,F,F,F,2,93,Palm Beach,4,0.184,0.768,9,0,61.5,2.6,940.8341,940.834076011573
1127,2024,3,485262,48000037,S A ST,END OF PAVEMENT,2500,C,F,F,F,A,48,Escambia,3,0.936,2.264,9,0,55.1,2.9,2136.896,2136.8960150992
1128,2024,3,530360,47030000,CR-286,JACKSON CO LINE,2000,F,F,F,F,F,47,Calhoun,3,8.981,11.157,9.5,0,56.5,17.6,3504.6231,3504.62305271916
1129,2024,5,778118,77000401,US-17/US-92,N/A,12600,C,F,F,F,F,77,Seminole,5,0,0.17,9,0,52.3,7.1,266.857,266.857028914997
1130,2024,7,159135,15000301,DEAD END/CUL DE SAC,31 AVE S,3200,C,F,F,F,F,15,Pinellas,7,0,0.15,9,0,53.4,5.9,241.9849,241.984892036723
1131,2024,1,974012,16470006,SR 570 WB,CR 542/OLD TAMPA HWY,1500,C,F,F,W,F,16,Polk,8,0,0.232,9,0,99.9,14.1,375.2421,375.242133169522
1132,2024,3,485004,48020000,N 12TH AVE,17TH AVE,16700,C,F,F,F,F,48,Escambia,3,15.805,16.255,9,0,55.1,2.5,728.0015,728.001497017228
1133,2024,5,770007,77502000,77470015 EB OFF,OHIO AVE,24000,F,F,F,F,1,77,Seminole,5,6.972,8.327,9,0,52.3,3.8,2185.4815,2185.48153432851
1134,2024,3,485288,48013002,SR-742/HILBURN RD,SR-291/N DAVIS HWY,13900,F,F,F,F,F,48,Escambia,3,1.324,1.967,9,0,55.1,2.6,1039.9398,1039.9397544079
1135,2024,1,174901,17000559,SR 45/US 41,SPRING HAVEN DR,5000,F,F,F,F,1,17,Sarasota,1,0,1.823,9,0,54,7.3,2929.7199,2929.71990505259
1136,2024,2,380028,35030000,MADISON AVE,JEFFERSON CO LINE,5800,C,F,F,F,F,35,Madison,2,0,5.794,9.5,0,58.9,10.2,9329.1008,9329.10075962962
1137,2024,3,460211,46610000,CR-2303/INDIAN BLUFF,CR-388,1700,C,F,F,F,A,46,Bay,3,5.188,9.997,9.5,0,55.7,14.3,7756.2035,7756.20353465565
1138,2024,3,465151,46550000,SR-22,E 14TH ST,4000,F,F,F,F,F,46,Bay,3,1.732,3.105,9,0,54.8,8.8,2214.7399,2214.73987029627
1139,2024,3,484054,48010000,N/A,CR-95A/N PALAFOX ST,34500,F,F,F,F,F,48,Escambia,3,10.382,10.649,9,0,55.1,4.6,431.7947,431.794673269036
1140,2024,4,937572,93000397,RA FOR COCONUT BLVD,NORTHLAKE BLVD,4000,S,F,F,F,F,93,Palm Beach,4,0,1.371,9,0,58.6,4.7,2208.8309,2208.83090878568
1141,2024,7,152725,15000320,5 AVE S,I-175 / SR-594,5400,F,F,F,W,F,15,Pinellas,7,2.713,3.745,8,0,99.9,7.3,1657.5727,1657.57269137214
1142,2024,2,310036,31050000,CR-232,COLUMBIA CO LINE,2600,X,F,F,F,F,31,Gilchrist,2,8.575,18.364,9.5,0,54.6,13.3,15754.1925,15754.1925321902
1143,2024,5,777016,77507000,N/A,EASTBROOK BLVD,32000,C,F,F,F,A,77,Seminole,5,0.4,1.55,9,0,52.3,2.5,1857.7595,1857.7594542515
1144,2024,3,465217,46560006,US-98/SR-30A/15TH ST,19TH ST,15800,C,F,F,F,A,46,Bay,3,1.124,1.626,9,0,54.8,2.3,808.9266,808.926648695774
1145,2024,7,159154,15000408,118TH AVE,N/A,1900,X,F,F,F,F,15,Pinellas,7,0,0.29,9,0,53.4,5.9,458.0042,458.004221401803
1146,2024,4,937372,93832000,SW 18 ST,PALMETTO PK,30000,S,F,F,F,F,93,Palm Beach,4,0,1.275,9,0,58.6,4.7,2052.8232,2052.82323193334
1147,2024,2,340278,34010000,CR-339,TOWN CT,8673,C,A,A,A,A,34,Levy,2,18.797,23.362,9.5,0,54.9,15.6,7351.4868,7351.4868266545
1148,2024,1,174909,17000065,TAMIAMI TRL/US 41,TAMIAMI TRL/US 41,10600,F,F,F,F,1,17,Sarasota,1,0,4.224,9,0,54,3.8,6807.4739,6807.47392354992
1149,2024,7,159109,15000262,US-19 NB FRONTAGE RD,49 TH ST N,4600,C,F,F,F,F,15,Pinellas,7,0,1.7,9,0,53.4,5.9,2740.5701,2740.57011310943
1150,2024,7,159078,15000142,49 ST S,4 ST S,6400,R,F,F,F,F,15,Pinellas,7,0,3.748,9,0,53.4,5.9,6034.3525,6034.35245110526
1151,2024,7,159049,15000077,8 AVE SW,MEHLENBACHER RD,4600,R,F,F,F,F,15,Pinellas,7,0,1.009,9,0,53.4,5.9,1624.7065,1624.70650470656
1152,2024,1,174904,17000564,TRIONFO AVE,N/A,9200,F,F,F,F,F,17,Sarasota,1,0,1.51,9,0,54,3.9,2411.0317,2411.03169586971
1153,2024,3,480006,48000096,BEGIN OF RD,US-90/SR-10A/MOBILE,4300,F,F,F,F,F,48,Escambia,3,0,4.938,9,0,55.4,6.3,7975.445,7975.44497677636
1154,2024,1,974144,16470030,US 98/SR35/BARTOW RD,SR 570 WB,6800,C,F,F,W,F,16,Polk,8,0,0.216,9,0,99.9,14.1,335.6754,335.675376225069
1155,2024,2,340008,34070000,TO CR-347,CR-345,2600,C,F,F,F,F,34,Levy,2,3.287,9.391,9.5,0,55.5,11.3,9812.1445,9812.1445470837
1156,2024,2,310121,31050000,US-129/SR-49,CR-232,3400,C,F,F,F,A,31,Gilchrist,2,0,8.575,9.5,0,54.6,13.3,13800.5316,13800.5315535524
1157,2024,4,938547,93680000,N/A,N VIRGINIA AVE,45000,S,F,F,F,F,93,Palm Beach,4,2.989,3.866,9,0,58.6,4.7,1411.3936,1411.39361341761
1158,2024,2,330103,33010000,SE CR-405,SE CR-416,3700,C,F,F,F,F,33,Lafayette,2,18.332,22.887,9.5,0,58,16.2,7332.3972,7332.39720400803
1159,2024,7,159107,15000258,SR-693 / 66 ST,US-19 FRONTAGE,6900,C,F,F,F,F,15,Pinellas,7,0,1.636,9,0,53.4,5.9,2640.264,2640.2640011796
1160,2024,2,299127,29620102,SR-25/US-41/SW MAIN,SR-25A/S MARION ST,2300,F,F,F,F,D,29,Columbia,2,0,0.213,9,0,54.1,17.8,340.1322,340.132173358803
1161,2024,2,349130,34570000,US-27A/SR-500,US-129/SR-49,850,X,F,F,F,F,34,Levy,2,0,2.466,9.5,0,55.5,2,3972.3188,3972.3187644842
1162,2024,7,150095,15003000,15003002 WB ON,15003004 WB ON,28500,E,F,F,F,F,15,Pinellas,7,0.666,0.988,8,0,58.3,4,517.6042,517.604176212922
1163,2024,1,164048,16590500,SR-620/RECKER HWY,7TH ST SW,8400,F,F,F,F,F,16,Polk,1,0,1.13,9,0,56,8,1823.6321,1823.63205911036
1164,2024,1,174313,17000026,POINSETTIA AVE,SOUTH RIVER RD,7500,F,F,F,F,1,17,Sarasota,1,0,1.106,9,0,53.3,5.9,1782.0976,1782.09763660617
1165,2024,4,937113,93000387,BOULWELL RD,END OF PVMT,7900,F,F,F,F,F,93,Palm Beach,4,0,0.343,9,0,58.6,4.7,552.1117,552.111679590937
1166,2024,2,260260,34040000,N/A,ALACHUA CO LINE,5400,C,F,F,F,F,34,Levy,2,16.263,19.642,9.5,0,57.7,11.2,5447.0557,5447.05572267431
1167,2024,3,471506,47010000,SR-71,SE RIVER ST,12500,C,F,F,F,F,47,Calhoun,3,21.407,21.665,9.5,0,61.6,13.8,415.8869,415.886869202704
1168,2024,1,174504,17000130,N/A,RINGLING BLVD,24500,C,F,F,F,F,17,Sarasota,1,0.548,2.651,9,0,54,4.8,3347.5712,3347.5712383597
1169,2024,7,159141,15000308,18 AVE S,62 AVE N,9000,X,F,F,F,F,15,Pinellas,7,0.267,5.525,9,0,53.4,5.9,8459.1906,8459.19064670532
1170,2024,1,974036,16470024,LAKELAND HIGHLANDS,SR 570 WB,2900,C,F,F,W,F,16,Polk,8,0,0.285,9,0,99.9,14.1,448.4066,448.406583309116
1171,2024,4,869225,86000250,Bridge No-864112,SR-845/POWERLINE RD,25000,F,F,F,F,F,86,Broward,4,2.104,3.139,9,0,55,8.2,1665.5857,1665.58572400973
1172,2024,3,485289,48013002,SR-291/N DAVIS HWY,LANIER DR,25000,F,F,F,F,F,48,Escambia,3,1.967,2.985,9,0,55.1,2.6,1646.3911,1646.39113753735
1173,2024,3,480428,48000004,MCNEAL RD,CR-4/W HWY 4,900,F,F,F,F,F,48,Escambia,3,1.522,3.405,9.5,0,53.8,6.3,3042.9091,3042.9091324989
1174,2024,2,350002,35050000,NW CR-140,NW REAPER CHRUCH RD,1200,X,F,F,F,F,35,Madison,2,14.842,16.811,9.5,0,57.3,16.4,3170.5518,3170.55182137717
1175,2024,3,465120,46650006,TENNESSEE AVE,SR-77/OHIO AVE,800,C,F,F,F,A,46,Bay,3,0.849,1.263,9,0,54.8,15.9,667.3111,667.31109977059
1176,2024,2,309107,30540000,BRIDGE 3800087,US-19/NW 19 HWY,1000,R,F,F,F,F,30,Dixie,2,0,6.568,9.5,0,58.8,13.6,10574.2349,10574.2348640385
1177,2024,2,320014,32010000,N/A,N/A,6200,C,F,F,F,F,32,Hamilton,2,18.92,19.24,9,0,56.4,12.9,514.9569,514.956947817423
1178,2024,7,159150,15000401,UNDERPASS 150257,CR-611/49 ST N,31500,X,F,F,F,F,15,Pinellas,7,0,0.716,9,0,53.4,7.3,1155.0616,1155.06163584838
1179,2024,2,340122,34010000,N/A,US-41/SR-45/SR-121,10500,C,F,F,F,F,34,Levy,2,30.104,34.393,9.5,0,55.5,14.5,6907.0353,6907.03529510366
1180,2024,1,174482,17000095,SR 72 / CLARK RD,BEE RIDGE RD/SR 758,13200,S,F,F,F,2,17,Sarasota,1,0,2.04,9,0,54,3.5,3312.1947,3312.19465312724
1181,2024,7,159131,15000297,MAIN ST/SR 580,EVENS RD,3000,C,F,F,F,F,15,Pinellas,7,0,0.255,9,0,53.4,5.9,407.8886,407.888637185926
1182,2024,1,974040,16470000,Bridge No-160261,Bridge No-160263,45700,C,D,D,D,F,16,Polk,8,8.737,10.139,9,0,56.3,14.1,2255.7043,2255.70431192455
1183,2024,7,159099,15000475,41ST ST S,34TH ST S,3800,C,F,F,F,F,15,Pinellas,7,0,0.659,9,0,53.4,5.9,1060.7648,1060.76475409876
1184,2024,5,777007,77502000,CR-15/COUNTRY CLUB R,US-17/US-92,20500,C,F,F,F,A,77,Seminole,5,3.656,5.793,9,0,52.3,3.4,3446.6129,3446.61289634527
1185,2024,7,159060,15000099,OAKHURST RD,US-19A/SEMINOLE BLVD,3600,R,F,F,F,F,15,Pinellas,7,0,2.501,9,0,53.4,5.9,4037.3215,4037.32147847157
1186,2024,3,485320,48010000,SR-99/BEULAH RD,SALT GRASS DR,24000,C,F,F,F,F,48,Escambia,3,4.282,5.834,9,0,55.1,7,2509.5359,2509.53585491749
1187,2024,4,937433,93000418,BLUE HERON BLVD,SILVER BEACH RD,1850,S,F,F,F,2,93,Palm Beach,4,0,0.842,9,0,62.2,3.1,1348.3572,1348.35719778014
1188,2024,3,485104,48000070,N 10TH AVE,ESCAMBIA AVE,750,C,F,F,F,F,48,Escambia,3,1.003,1.999,9,0,55.1,6.3,1602.0307,1602.0307220309
1189,2024,1,169483,16510000,SR-37,US17/US98 CHARLESTON,2000,C,F,F,F,F,16,Polk,1,0,12.326,9,0,56,17.8,19837.5639,19837.5638509932
1190,2024,2,340226,34080000,US-27/US-41/SR-45,ALACHUA CO LINE,7400,C,F,F,F,A,34,Levy,2,0,7.132,9.5,0,55.5,6.5,11471.9466,11471.9465695838
1191,2024,3,465180,46531000,US-98/SR-30A/TYNDALL,S BERTHE,6500,F,F,F,F,F,46,Bay,3,0.335,1.326,9,0,54.8,8.8,1598.963,1598.96304962101
1192,2024,4,937361,93650000,N/A,BELVEDERE RD,42000,S,F,F,F,F,93,Palm Beach,4,1.025,1.076,9,0,58.6,4.7,81.7576,81.7576017471142
1193,2024,2,330008,33030000,SE MANX RD,E US-27/SR-20,2600,C,F,F,F,A,33,Lafayette,2,0,8.724,9.5,0,58,14.3,14039.485,14039.4849923182
